id,title,price,link,image_link,availability,brand,condition,mpn,description
test-123,"Smoke Test Rug",123.45 USD,https://aytekrugs.com/rug/test-123,https://example.com/i.jpg,in stock,Aytek Rugs,new,test-123,"Smoke Test Rug"
10013,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10013,https://drive.usercontent.google.com/download?id=1Jhg2qGysyuF3rrrY4q2bRy-I6406CfAF&export=view,in stock,Aytek Rugs,new,10013,"SKU: 10013Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10014,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10014,https://drive.usercontent.google.com/download?id=1fl2OPf9rknYCbY4kfk6bu9R07C99fVoi&export=view,in stock,Aytek Rugs,new,10014,"SKU: 10014Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10015,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10015,https://drive.usercontent.google.com/download?id=1giKJ6lelhVCmHH_ILFe4Y2S_pvcMXzcE&export=view,in stock,Aytek Rugs,new,10015,"SKU: 10015Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10016,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10016,https://drive.usercontent.google.com/download?id=1nv6hca2K36sc8EtDKicj4ObObjHjNkkH&export=view,in stock,Aytek Rugs,new,10016,"SKU: 10016Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10017,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10017,https://drive.usercontent.google.com/download?id=1y0jw3Trw8Gw3xaB5v8TJnyKgu9X7GI1i&export=view,in stock,Aytek Rugs,new,10017,"SKU: 10017Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10018,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10018,https://drive.usercontent.google.com/download?id=1StUM0Bns5BaApeBG7ofFuwcf6rxk1acF&export=view,in stock,Aytek Rugs,new,10018,"SKU: 10018Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10019,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10019,https://drive.usercontent.google.com/download?id=146xRnWyJsSRD06tbB8f86nmZzBNibWEx&export=view,in stock,Aytek Rugs,new,10019,"SKU: 10019Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10020,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10020,https://drive.usercontent.google.com/download?id=1UrNMyfrbd7kV6UlciJi3CsECmk3svXMD&export=view,in stock,Aytek Rugs,new,10020,"SKU: 10020Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10021,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10021,https://drive.usercontent.google.com/download?id=1n4y9bmiPgAQx76JO8Xmxc6N3jpq0cjhU&export=view,in stock,Aytek Rugs,new,10021,"SKU: 10021Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10022,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10022,https://drive.usercontent.google.com/download?id=1VqVzOD6Yc1YdK4IISFxHE5LK4jlsYlVK&export=view,in stock,Aytek Rugs,new,10022,"SKU: 10022Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10023,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10023,https://drive.usercontent.google.com/download?id=12KU8N36bxCEpBuUB1KD0IUE_KC-ObpPm&export=view,in stock,Aytek Rugs,new,10023,"SKU: 10023Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10025,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10025,https://drive.usercontent.google.com/download?id=1Hwpvkp7yhGaBl4bUgdYm-rTS86HfUjT-&export=view,in stock,Aytek Rugs,new,10025,"SKU: 10025Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10024,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10024,https://drive.usercontent.google.com/download?id=1Bbe8B0MOU6wpdZsrk0xgtjQe7ePrvoTy&export=view,in stock,Aytek Rugs,new,10024,"SKU: 10024Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10026,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10026,https://drive.usercontent.google.com/download?id=1j9qxX46jpMi_hQN7Yiy8bSIgmWg3xHiT&export=view,in stock,Aytek Rugs,new,10026,"SKU: 10026Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10027,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10027,https://drive.usercontent.google.com/download?id=1lc-IdyXUEiNyGgq5aoU0M5hFcrHZ_qmi&export=view,in stock,Aytek Rugs,new,10027,"SKU: 10027Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10028,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10028,https://drive.usercontent.google.com/download?id=1gvpdIb9U694fUMDZ53EGYfkfs-pbpfAx&export=view,in stock,Aytek Rugs,new,10028,"SKU: 10028Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10029,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10029,https://drive.usercontent.google.com/download?id=1RQ4ImVfG-IU4ZLSDqnr3vAujOhQ8qR9p&export=view,in stock,Aytek Rugs,new,10029,"SKU: 10029Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10030,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10030,https://drive.usercontent.google.com/download?id=1zkRL0oLV4Fayg-2mRVRVY9RHZRsMkTZE&export=view,in stock,Aytek Rugs,new,10030,"SKU: 10030Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10031,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10031,https://drive.usercontent.google.com/download?id=1WcpSccp_MV2MJKHrVVoyQUm3jnwICihk&export=view,in stock,Aytek Rugs,new,10031,"SKU: 10031Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10033,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10033,https://drive.usercontent.google.com/download?id=1OLkr8PkIpcXNnRT9Sqm0I3lrGgvw_cpP&export=view,in stock,Aytek Rugs,new,10033,"SKU: 10033Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10032,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10032,https://drive.usercontent.google.com/download?id=15Rt6Xm48V6pC9oWHbjwKgWE8IWG_mZCx&export=view,in stock,Aytek Rugs,new,10032,"SKU: 10032Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10034,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10034,https://drive.usercontent.google.com/download?id=1fZ2FXVNY5orxNIHk-NOyyuU_NuupC4vm&export=view,in stock,Aytek Rugs,new,10034,"SKU: 10034Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10042,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10042,https://drive.usercontent.google.com/download?id=1XUxJhZMzFQDh51Q2TKhxXiCU5LtX0sdh&export=view,in stock,Aytek Rugs,new,10042,"SKU: 10042Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10036,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10036,https://drive.usercontent.google.com/download?id=1sqduI95iLypbBi0EzDuMi5R6bFui1hcx&export=view,in stock,Aytek Rugs,new,10036,"SKU: 10036Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10035,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10035,https://drive.usercontent.google.com/download?id=1Rb397NfdhCrnC24q4IuScINgpk6oReon&export=view,in stock,Aytek Rugs,new,10035,"SKU: 10035Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10038,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10038,https://drive.usercontent.google.com/download?id=1-IUNNKhnbJCfh8tP2_huwF28-2CRZYCY&export=view,in stock,Aytek Rugs,new,10038,"SKU: 10038Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10037,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10037,https://drive.usercontent.google.com/download?id=1zkp4fPk_VtjU6OQh7g7h72Ih7lVkjcca&export=view,in stock,Aytek Rugs,new,10037,"SKU: 10037Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10041,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10041,https://drive.usercontent.google.com/download?id=1ac5p_ijHsn9yiNbgieNzMRf1v1578ZXN&export=view,in stock,Aytek Rugs,new,10041,"SKU: 10041Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10043,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10043,https://drive.usercontent.google.com/download?id=17nqsb51Xs8rUMIqRv6qtrQ_3cOXr6zqD&export=view,in stock,Aytek Rugs,new,10043,"SKU: 10043Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10044,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10044,https://drive.usercontent.google.com/download?id=1JjKU539ZBxhmMo-DU4lKy88NZ0SvSSMG&export=view,in stock,Aytek Rugs,new,10044,"SKU: 10044Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10046,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10046,https://drive.usercontent.google.com/download?id=1GI9hH4kP4UqVukJi9I7YmcN0NnH0_vO7&export=view,in stock,Aytek Rugs,new,10046,"SKU: 10046Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10047,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10047,https://drive.usercontent.google.com/download?id=1wbL4XmHczribT9IoH1d6g_peAkCRSpAM&export=view,in stock,Aytek Rugs,new,10047,"SKU: 10047Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10048,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10048,https://drive.usercontent.google.com/download?id=1Lfy64rLSHP241K7pY6yMp7Bd-I1iR2u2&export=view,in stock,Aytek Rugs,new,10048,"SKU: 10048Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10049,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10049,https://drive.usercontent.google.com/download?id=1COKxVyK0zN9vZaeb_zMJYDgijlIjOqRO&export=view,in stock,Aytek Rugs,new,10049,"SKU: 10049Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10051,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10051,https://drive.usercontent.google.com/download?id=1Im4NVYziXGQZopt40yy_0_CcYoUdw_tE&export=view,in stock,Aytek Rugs,new,10051,"SKU: 10051Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10052,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10052,https://drive.usercontent.google.com/download?id=1CVSj6rD2tKUgzPrc3wftTUAAFuvXKU5H&export=view,in stock,Aytek Rugs,new,10052,"SKU: 10052Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10053,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10053,https://drive.usercontent.google.com/download?id=1nt8L1wpbVTFVmBLRb3jo2K6MPvOMhg2I&export=view,in stock,Aytek Rugs,new,10053,"SKU: 10053Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10055,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10055,https://drive.usercontent.google.com/download?id=1_oL9Jzfx1X1zXTjRERYpazexbKYtG9VE&export=view,in stock,Aytek Rugs,new,10055,"SKU: 10055Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10056,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10056,https://drive.usercontent.google.com/download?id=1RkWGycQwC1oL7gAwLcWihtHHL3eNTdhe&export=view,in stock,Aytek Rugs,new,10056,"SKU: 10056Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10059,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10059,https://drive.usercontent.google.com/download?id=1zGsekGWY1Dr6gWbS3LOt7PkF2Nk5p3ip&export=view,in stock,Aytek Rugs,new,10059,"SKU: 10059Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10060,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10060,https://drive.usercontent.google.com/download?id=1arAER0pWrYrbrVz1o2SQ1usUFi6P8LdY&export=view,in stock,Aytek Rugs,new,10060,"SKU: 10060Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10061,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10061,https://drive.usercontent.google.com/download?id=11t-zAUUMxdadyHeJIGLBMby8Q7zGbf5G&export=view,in stock,Aytek Rugs,new,10061,"SKU: 10061Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10062,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10062,https://drive.usercontent.google.com/download?id=1SoIRuEHQKJ4jsq6AaWUNDYuAAgnyewpS&export=view,in stock,Aytek Rugs,new,10062,"SKU: 10062Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10065,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10065,https://drive.usercontent.google.com/download?id=15SOH2GvxqHIkAILYdbPD6BfZcrQx5kUK&export=view,in stock,Aytek Rugs,new,10065,"SKU: 10065Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10066,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10066,https://drive.usercontent.google.com/download?id=1YHMmWLLFV89Ke6ljgbtYPJOK4NsFwB6n&export=view,in stock,Aytek Rugs,new,10066,"SKU: 10066Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
